1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0400000027C56E21
Is Mission Active?  true
Mission Start:  Sun Nov 01 16:32:00 PST 2015
Sample Rate:  Every 120 minute(s)
Number of Mission Samples:  2313
Total Samples:  66636
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun May 15 00:00:00 PDT 2016
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
12/19/15 2:32:00 AM,C,-4
12/19/15 4:32:00 AM,C,-4.5
12/19/15 6:32:00 AM,C,-5
12/19/15 8:32:00 AM,C,-4.5
12/19/15 10:32:00 AM,C,0
12/19/15 12:32:00 PM,C,1.5
12/19/15 2:32:00 PM,C,2
12/19/15 4:32:00 PM,C,-1.5
12/19/15 6:32:00 PM,C,-2
12/19/15 8:32:00 PM,C,-1.5
12/19/15 10:32:00 PM,C,-1.5
12/20/15 12:32:00 AM,C,-2
12/20/15 2:32:00 AM,C,-2
12/20/15 4:32:00 AM,C,-4.5
12/20/15 6:32:00 AM,C,-4.5
12/20/15 8:32:00 AM,C,-4.5
12/20/15 10:32:00 AM,C,-3
12/20/15 12:32:00 PM,C,-2.5
12/20/15 2:32:00 PM,C,-3.5
12/20/15 4:32:00 PM,C,-5
12/20/15 6:32:00 PM,C,-6
12/20/15 8:32:00 PM,C,-6
12/20/15 10:32:00 PM,C,-7
12/21/15 12:32:00 AM,C,-11
12/21/15 2:32:00 AM,C,-8.5
12/21/15 4:32:00 AM,C,-7
12/21/15 6:32:00 AM,C,-8.5
12/21/15 8:32:00 AM,C,-8
12/21/15 10:32:00 AM,C,-5.5
12/21/15 12:32:00 PM,C,-3.5
12/21/15 2:32:00 PM,C,-2.5
12/21/15 4:32:00 PM,C,-2
12/21/15 6:32:00 PM,C,-1.5
12/21/15 8:32:00 PM,C,-1
12/21/15 10:32:00 PM,C,-2
12/22/15 12:32:00 AM,C,-10
12/22/15 2:32:00 AM,C,-11
12/22/15 4:32:00 AM,C,-14.5
12/22/15 6:32:00 AM,C,-15
12/22/15 8:32:00 AM,C,-14.5
12/22/15 10:32:00 AM,C,-8.5
12/22/15 12:32:00 PM,C,-4.5
12/22/15 2:32:00 PM,C,-2.5
12/22/15 4:32:00 PM,C,-10.5
12/22/15 6:32:00 PM,C,-14
12/22/15 8:32:00 PM,C,-15
12/22/15 10:32:00 PM,C,-16
12/23/15 12:32:00 AM,C,-18.5
12/23/15 2:32:00 AM,C,-15
12/23/15 4:32:00 AM,C,-11.5
12/23/15 6:32:00 AM,C,-9.5
12/23/15 8:32:00 AM,C,-9.5
12/23/15 10:32:00 AM,C,-6.5
12/23/15 12:32:00 PM,C,-5.5
12/23/15 2:32:00 PM,C,-6
