"quad","year","SP_ID","x","y","GenID"
"Q33",2011,147,26.1766911003,57.8412742896,78
"Q33",2011,150,25.0301618062,55.5923114589,79
"Q33",2011,151,24.7655770278,59.561069343,80
"Q33",2011,153,22.0315439571,59.6492635276,81
"Q33",2011,155,21.6346683467,57.8412742896,82
"Q33",2011,157,19.5620943301,25.9148219573,83
"Q33",2011,158,18.5478563129,26.35579466,84
"Q33",2011,159,17.1808397776,26.0912112164,85
"Q33",2011,160,13.300276523,72.3492892908,86
"Q33",2011,163,9.1551298247,73.1430414016,87
"Q33",2011,164,8.537766973,20.093976408,88
"Q33",2011,165,6.553388031,20.6672417224,89
"Q33",2011,166,5.9801227165,21.8578689987,90
"Q33",2011,167,4.5249115517,74.3336686778,91
"Q34",2011,8,42.3899078002,76.5473387082,1
"Q34",2011,9,62.1171292843,27.1808084425,2
"Q34",2011,73,4.1453560445,74.0690226356,3
"Q34",2011,97,5.02730145,98.4548356998,4
"Q37",2012,23,26.8218741757,23.8608974603,1
"Q38",2011,8,10.4464469156,71.0997004216,1
"Q38",2011,9,17.5439589741,74.8605629337,2
"Q39",2011,0,16.3284505196,98.5849576237,1
"Q39",2011,1,37.7013368097,96.7501614205,2
"Q39",2011,2,53.1568894251,88.0814094892,3
"Q39",2011,3,60.2224262512,85.9683070424,4
"Q39",2011,4,71.5185289321,87.851578636,5
"Q39",2011,5,67.9118577273,87.7376503879,5
"Q39",2011,6,85.362998422,98.2525485031,6
"Q39",2011,7,86.8029195473,62.2744194902,7
"Q39",2011,8,56.909111773,65.9145242027,8
"Q39",2011,9,69.0875447801,56.9211719418,9
"Q39",2011,10,68.4016681882,62.0606225494,10
"Q39",2011,11,59.7750915894,73.3843196326,11
"Q39",2011,12,32.4154355515,78.8580743448,12
"Q39",2011,13,12.2810828062,69.4131565537,13
"Q39",2011,14,16.5480657656,77.1408536539,14
"Q39",2011,15,6.0093327881,78.4723999793,15
"Q39",2011,16,5.5053426677,62.9085058606,16
"Q39",2011,17,16.5280424986,57.9988828456,17
"Q39",2011,18,15.1959183006,64.6847619138,18
"Q39",2011,19,5.0882652962,51.4493528984,19
"Q39",2011,20,1.7132350617,50.9658815177,19
"Q39",2011,21,0.7099800312,43.6389605527,20
"Q39",2011,22,1.4358742152,33.1575769976,21
"Q39",2011,23,14.8899282184,40.6213423138,22
"Q39",2011,24,19.7191006379,29.9556781106,23
"Q39",2011,25,15.1861548996,25.924922383,24
"Q39",2011,26,7.073624028,18.3795164208,25
"Q39",2011,27,16.5015382666,18.6525671983,26
"Q39",2011,28,18.0745008578,14.1626948162,27
"Q39",2011,29,26.2298132737,19.3464354837,28
"Q39",2011,30,1.656405202,2.6103624817,29
"Q39",2011,31,54.7825740334,17.750600416,30
"Q39",2011,32,69.2978135798,21.659445887,31
"Q39",2011,33,52.4982938631,34.9767361419,32
"Q39",2011,34,35.0196098657,30.9565988016,33
"Q39",2011,35,49.589796433,6.6559666338,34
"Q39",2011,36,47.8913920032,11.9193917441,35
"Q39",2011,37,70.5300386995,11.8027697915,36
"Q39",2011,38,71.8712661092,8.0794992181,37
"Q39",2011,39,73.6893905216,6.6037741767,38
"Q39",2011,40,78.2362242914,2.1110227005,39
"Q39",2011,41,81.419639116,36.0678620073,40
"Q39",2011,42,77.5618088093,35.5579885747,41
"Q39",2011,43,77.7474270975,28.6858900475,42
"Q39",2011,44,22.7063211291,36.4008229648,43
"Q39",2011,45,37.5614381098,48.8921898268,44
"Q39",2011,46,69.0143828336,92.3733101311,45
"Q39",2011,47,14.4902048377,81.022281732,46
"Q39",2011,48,35.5683689797,66.794970785,47
"Q39",2011,70,43.1886333752,0.2482380128,48
"Q39",2011,71,84.7282998818,0.4228648397,49
"Q39",2011,73,87.1095539894,1.4812003941,50
"Q39",2011,74,44.820234244,1.6575892082,51
"Q39",2011,75,85.5220519926,2.3631466894,52
"Q39",2011,76,44.2910664668,4.082941298,53
"Q39",2011,77,74.1449461173,5.4499587231,54
"Q39",2011,78,75.9970328926,5.6263470924,55
"Q39",2011,79,46.275444519,5.8027363514,56
"Q39",2011,81,44.6879425222,6.9492669803,57
"Q39",2011,82,40.8955738971,7.213850424,58
"Q39",2011,83,46.4518351129,7.4784343126,59
"Q39",2011,84,33.5754200906,7.7430182012,60
